Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes/s,Flow_Packets/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets/s,Bwd_Packets/s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down/Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Header_Length.1,Fwd_Avg_Bytes/Bulk,Fwd_Avg_Packets/Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes/Bulk,Bwd_Avg_Packets/Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label,ECEFlagCount
14572,1305567,1,5,6,30,6,6,6,0,6,6,6,0,27.57422637,4.595704395,261113.4,572759.2567,1285603,1,0,0,0,0,0,1304967,326241.75,639629.7432,1285603,1,0,0,0,0,20,100,0.765950733,3.829753663,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN,
54537,54,1,1,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18518.51852,18518.51852,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,129,701,0,32,0,0,0,0,0,0,0,0,BENIGN,
137,3,2,0,124,0,62,62,62,0,0,0,0,0,41300000,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,62,62,62,0,0,0,0,0,0,0,0,0,0,0,93,62,0,40,0,0,0,0,0,0,2,124,0,0,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
443,61914449,20,20,2384,12995,517,0,119.2,181.5107942,2514,0,649.75,831.0051539,248.3911308,0.646052749,1587549.974,3550099.365,10000000,3,53000000,2789864.632,4562769.839,10300000,151,61700000,3245314.737,4728727.775,10300000,3,0,0,0,0,648,648,0.323026375,0.323026375,0,2514,375.097561,646.2555147,417646.1902,0,0,0,1,0,0,0,0,1,384.475,119.2,649.75,648,0,0,0,0,0,0,20,2384,20,12995,29200,164,7,32,530424.5,678060.1586,1914509,253537,9788649.833,556188.7376,10000000,8653439,BENIGN,
80,56927,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,204349.43,140.5308553,8132.428571,21149.76804,56094,4,603,301.5,358.5031381,555,48,56881,14220.25,27917.05441,56094,4,0,0,0,0,72,112,52.69907074,87.83178457,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,16157,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,719626.1682,557.0341029,2019.625,4814.497984,13911,3,14013,7006.5,9904.444684,14010,3,16058,3211.6,6147.207114,14193,178,0,0,0,0,72,132,185.6780343,371.3560686,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,1163228,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10000.61897,6.01773685,193871.3333,473623.988,1160651,36,2151,1075.5,1385.222184,2055,96,1163192,387730.6667,669369.2441,1160651,374,0,0,0,0,72,92,2.579030078,3.438706771,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,1383726,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,8407.011215,5.781491422,197675.1429,522613.4719,1382851,3,714,357,500.6316011,711,3,1383622,345905.5,691297.0622,1382851,4,0,0,0,0,72,112,2.168059283,3.613432139,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,10816742,4,0,24,0,6,6,6,0,0,0,0,0,2.218782698,0.369797116,3605580.667,6245048.039,10800000,0,10800000,3605580.667,6245048.039,10800000,0,0,0,0,0,0,0,0,0,0,80,0,0.369797116,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1,0,1,1,10800000,0,10800000,10800000,DDoS,
53,60728,4,2,244,254,61,61,61,0,127,127,127,0,8200.500593,98.80121196,12145.6,17167.67607,36407,3,24318,8106,14033.94168,24311,3,3,3,0,3,3,0,0,0,0,104,40,65.86747464,32.93373732,61,127,79.85714286,32.20470241,1037.142857,0,0,0,0,0,0,0,0,0,93.16666667,61,127,104,0,0,0,0,0,0,4,244,2,254,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN,
80,4223892,5,0,30,0,6,6,6,0,0,0,0,0,7.102454324,1.183742387,1055973,2111324.712,4222960,0,4223892,1055973,2111324.712,4222960,0,0,0,0,0,0,0,0,0,0,100,0,1.183742387,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,
443,117176349,14,16,863,5124,223,0,61.64285714,80.19457793,1410,0,320.25,509.6791801,51.09392852,0.256024362,4040563.759,15100000,58800000,1,117000000,9013565.308,21900000,58900000,3,117000000,7809778.8,20500000,58900000,1,0,0,0,0,316,332,0.119478036,0.136546326,0,1410,193.1290323,388.0761731,150603.1161,0,0,0,1,0,0,0,0,1,199.5666667,61.64285714,320.25,316,0,0,0,0,0,0,14,863,16,5124,8192,123,11,20,155221.5,54145.28756,193508,116935,58400000,639988.2055,58800000,57900000,BENIGN,
80,5088387,4,0,24,0,6,6,6,0,0,0,0,0,4.71662238,0.78610373,1696129,2935164.862,5085365,4,5088387,1696129,2935164.862,5085365,4,0,0,0,0,0,0,0,0,0,80,0,0.78610373,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,3022,0,3022,3022,5085365,0,5085365,5085365,DDoS,
53,24482,2,2,82,216,41,41,41,0,108,108,108,0,12172.20815,163.3853443,8160.666667,14092.27364,24433,1,1,1,0,1,1,48,48,0,48,48,0,0,0,0,64,64,81.69267217,81.69267217,41,108,67.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,84.75,41,108,64,0,0,0,0,0,0,2,82,2,216,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,10053761,4,0,24,0,6,6,6,0,0,0,0,0,2.387166355,0.397861059,3351253.667,5804537.29,10100000,1,10100000,3351253.667,5804537.29,10100000,1,0,0,0,0,0,0,0,0,0,80,0,0.397861059,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5,0,5,5,10100000,0,10100000,10100000,DDoS,
25437,3123288,1,6,6,36,6,6,6,0,6,6,6,0,13.44736701,2.241227834,520548,1255954.27,3084125,1,0,0,0,0,0,3118943,623788.6,1375440.565,3084125,1,0,0,0,0,20,120,0.320175405,1.921052429,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0,0,0,0,0,0,0,0,BENIGN,
53,48959,2,2,70,198,35,35,35,0,99,99,99,0,5473.968014,81.70101514,16319.66667,28223.20076,48909,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,40,40,40.85050757,40.85050757,35,99,60.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,75.75,35,99,40,0,0,0,0,0,0,2,70,2,198,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,
58968,12013876,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683281573,116.4486798,0.499422501,2402775.2,5365168.375,12000000,3,0,0,0,0,0,12000000,3003332,5997965.137,12000000,3,1,0,0,0,20,112,0.083237084,0.416185418,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,13598,0,13598,13598,12000000,0,12000000,12000000,BENIGN,
61677,97840480,7,9,11613,62,5840,0,1659,2429.621575,20,0,6.888888889,5.30199124,119.326888,0.163531495,6522698.667,23900000,92900000,1,97800000,16300000,39600000,97100000,2,97100000,12100000,32700000,92900000,1,0,0,0,0,152,192,0.071545029,0.091986466,0,5840,687.1176471,1707.681172,2916174.985,0,0,0,0,1,1,0,0,1,730.0625,1659,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,4226255,0,4226255,4226255,92900000,0,92900000,92900000,BENIGN,
53,24087,2,2,64,256,32,32,32,0,128,128,128,0,13285.17458,166.0646822,8029,13900.57377,24080,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,64,40,83.0323411,83.0323411,32,128,70.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,88,32,128,64,0,0,0,0,0,0,2,64,2,256,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,70988860,8,5,56,11601,20,0,7,5.656854249,7300,0,2320.2,3022.508098,164.2088632,0.183127324,5915738.333,17600000,61000000,48,70400000,10100000,22700000,61000000,235,546940,136735,267843.1287,538460,140,0,0,0,0,172,112,0.112693738,0.070433586,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,886,0,886,886,35200000,36500000,61000000,9445795,DDoS,
80,100200000,8,5,56,11607,20,0,7,5.656854249,8760,0,2321.4,3802.315321,116.3972056,0.129740519,8350000,26600000,92600000,1,100000000,14300000,34600000,92600000,1,92637,23159.25,45688.75025,91690,2,0,0,0,0,172,112,0.079840319,0.0499002,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,6,0,6,6,50100000,60100000,92600000,7550939,DDoS,
80,10557568,4,0,24,0,6,6,6,0,0,0,0,0,2.273250809,0.378875135,3519189.333,6094896.844,10600000,287,10600000,3519189.333,6094896.844,10600000,287,0,0,0,0,0,0,0,0,0,80,0,0.378875135,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,598,0,598,598,10600000,0,10600000,10600000,DDoS,
35220,7196311,1,5,6,30,6,6,6,0,6,6,6,0,5.002563119,0.83376052,1439262.2,3198980.188,7161754,4,0,0,0,0,0,7176797,1794199.25,3578374.434,7161754,4,0,0,0,0,20,100,0.138960087,0.694800433,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,34557,0,34557,34557,7161754,0,7161754,7161754,BENIGN,
53,48804,1,1,52,113,52,52,52,0,113,113,113,0,3380.87042,40.98024752,48804,0,48804,48804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,20.49012376,20.49012376,52,113,72.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,108.5,52,113,32,0,0,0,0,0,0,1,52,1,113,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,
65024,82108740,7,9,11607,62,2920,0,1658.142857,1547.602062,20,0,6.888888889,5.30199124,142.1164178,0.194863543,5473916,20300000,78800000,1,82100000,13700000,33500000,82100000,68,82100000,10300000,27700000,78800000,1,0,0,0,0,152,192,0.0852528,0.109610743,0,2920,686.7647059,1264.891474,1599950.441,0,0,0,0,1,1,0,0,1,729.6875,1658.142857,6.888888889,152,0,0,0,0,0,0,7,11607,9,62,229,256,5,20,3231533,0,3231533,3231533,78800000,0,78800000,78800000,BENIGN,
53,186,2,2,66,164,33,33,33,0,82,82,82,0,1236559.14,21505.37634,62,101.3558089,179,1,1,1,0,1,1,6,6,0,6,6,0,0,0,0,80,80,10752.68817,10752.68817,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33,82,80,0,0,0,0,0,0,2,66,2,164,-1,-1,1,40,0,0,0,0,0,0,0,0,BENIGN,
80,71685722,8,5,56,11607,20,0,7,5.656854249,8675,0,2321.4,3769.536019,162.6962758,0.181347131,5973810.167,17500000,60600000,1,71500000,10200000,22600000,60600000,1,150956,37739,74772.60835,149896,4,0,0,0,0,172,112,0.111598234,0.069748896,0,8675,833.5,2386.768615,5696664.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1982,0,1982,1982,35800000,35100000,60600000,11000000,DDoS,
80,115562463,17,16,972,1970,444,0,57.17647059,145.6022988,979,0,123.125,334.1055472,25.4580936,0.285559853,3611326.969,4782439.678,10100000,146,116000000,7221274.875,4443981.898,10100000,22199,116000000,7702694,4184319.019,10100000,12330,0,0,0,0,352,464,0.147106591,0.138453262,0,979,86.52941176,249.6761824,62338.19608,0,0,0,1,0,0,0,0,0,89.15151515,57.17647059,123.125,352,0,0,0,0,0,0,17,972,16,1970,8192,123,16,20,492347.0909,1496514.27,5001124,21998,10000000,51836.04814,10100000,9899648,BENIGN,
80,509729,2,4,20,11601,20,0,10,14.14213562,8760,0,2900.25,4128.319301,22798.38895,11.77096065,101945.8,220108.5275,495545,34,13865,13865,0,13865,13865,509679,169893,282104.4387,495545,285,0,0,0,0,52,92,3.923653549,7.847307098,0,8760,1660.142857,3303.602601,10900000,0,0,0,1,0,0,0,0,2,1936.833333,10,2900.25,52,0,0,0,0,0,0,2,20,4,11601,8192,229,1,20,0,0,0,0,0,0,0,0,DDoS,
57704,55,1,1,0,0,0,0,0,0,0,0,0,0,0,36363.63636,55,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,134,309,0,32,0,0,0,0,0,0,0,0,BENIGN,
80,81948733,8,5,56,11607,20,0,7,5.656854249,8675,0,2321.4,3769.536019,142.3206873,0.158635766,6829061.083,23100000,80300000,5,80300000,11500000,30300000,80300000,156,1650731,412682.75,824649.5869,1649657,5,0,0,0,0,172,112,0.09762201,0.061013756,0,8675,833.5,2386.768615,5696664.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,35975,0,35975,35975,80300000,0,80300000,80300000,DDoS,
80,1037178,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11216.01114,8.677391923,129647.25,366265.5141,1036108,16,730,365,468.1046891,696,34,1037135,207427,463246.8621,1036108,16,0,0,0,0,72,132,2.892463974,5.784927949,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,430753,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2127.59774,27006.19613,23.21516043,47861.44444,143197.8182,429722,2,644,322,418.6072145,618,26,430707,71784.5,175353.0232,429722,2,0,0,0,0,72,152,6.964548129,16.2506123,0,5840,1057.545455,1846.729724,3410410.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
50888,5263905,1,6,6,36,6,6,6,0,6,6,6,0,7.9788674,1.329811233,877317.5,2134535.528,5234380,3,0,0,0,0,0,5239874,1047974.8,2340272.003,5234380,3,0,0,0,0,20,120,0.189973033,1.1398382,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,29525,0,29525,29525,5234380,0,5234380,5234380,BENIGN,
60420,268,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6,0,182835.8209,14925.37313,89.33333333,114.583303,220,6,268,134,121.6223664,220,48,0,0,0,0,0,0,0,0,0,60,20,11194.02985,3731.343284,6,31,11,11.18033989,125,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6,60,0,0,0,0,0,0,3,43,1,6,980,0,2,20,0,0,0,0,0,0,0,0,BENIGN,
59451,96759334,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,120.5981844,0.144688883,7443025.692,25900000,93800000,3,96800000,24200000,47200000,95000000,43,95000000,11900000,33100000,93800000,3,0,0,0,0,112,192,0.051674601,0.093014282,0,8760,778.3333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,1232673,0,1232673,1232673,93800000,0,93800000,93800000,BENIGN,
80,65189654,10,10,405,300,357,0,40.5,111.2227495,288,0,30,90.68627239,10.81459951,0.306797149,3431034.421,4685361.59,10000000,164,60700000,6740264.889,4996424.816,10100000,256,65100000,7232814.333,4475150.715,10100000,1322,0,0,0,0,212,284,0.153398575,0.153398575,0,357,33.57142857,96.71740869,9354.257143,0,0,0,1,0,0,0,0,1,35.25,40.5,30,212,0,0,0,0,0,0,10,405,10,300,8192,237,9,20,117997.3333,58025.52817,236441,94118,9992400,18981.75951,10000000,9953660,BENIGN,
443,262735,10,7,597,4680,207,0,59.7,76.64789625,1460,0,668.5714286,730.8761539,20084.8764,64.70397929,16420.9375,26574.45891,91747,3,262735,29192.77778,30464.48003,91747,3,100336,16722.66667,25452.82607,55228,3,0,0,0,0,212,152,38.06116429,26.642815,0,1460,293.1666667,535.5298915,286792.2647,0,0,0,1,0,0,0,0,0,310.4117647,59.7,668.5714286,212,0,0,0,0,0,0,10,597,7,4680,8192,123,9,20,0,0,0,0,0,0,0,0,BENIGN,
443,5904662,23,28,4007,32436,2997,0,174.2173913,624.1426816,2920,2,1158.428571,884.4899107,6171.902812,8.637242911,118093.24,704419.085,4990003,1,914639,41574.5,65412.35697,236174,48,5812323,215271.2222,957324.9447,4990003,1,0,0,0,0,480,564,3.895227195,4.742015716,0,2997,700.8269231,912.0708762,831873.2832,0,0,0,1,0,0,0,0,1,714.5686275,174.2173913,1158.428571,480,0,0,0,0,0,0,23,4007,28,32436,29200,40958,22,20,0,0,0,0,0,0,0,0,BENIGN,
55369,7407016,1,6,6,36,6,6,6,0,6,6,6,0,5.670299619,0.945049936,1234502.667,3007517.43,7373550,3,0,0,0,0,0,7393805,1478761,3295297.462,7373550,3,0,0,0,0,20,120,0.135007134,0.810042803,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,33466,0,33466,33466,7373550,0,7373550,7373550,BENIGN,
23413,5137800,1,6,6,36,6,6,6,0,6,6,6,0,8.174705127,1.362450854,856300,2080050.587,5102165,3,0,0,0,0,0,5127915,1025583,2278889.543,5102165,3,0,0,0,0,20,120,0.194635836,1.167815018,6,6,6,0,0,0,0,0,0,1,1,0,0,6,6.857142857,6,6,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,35635,0,35635,35635,5102165,0,5102165,5102165,BENIGN,
80,514329,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,22606.15287,17.49852721,64291.125,176311.6871,500521,7,13108,6554,7754.132962,12037,1071,514322,102864.4,222367.2088,500521,49,0,0,0,0,72,132,5.832842402,11.6656848,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,378031,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,30756.73688,23.80757134,47253.875,126496.3181,359984,47,17031,8515.5,11881.51524,16917,114,377955,75591,159145.2719,359984,47,0,0,0,0,72,132,7.935857112,15.87171422,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
53,154103,1,1,46,74,46,46,46,0,74,74,74,0,778.6999604,12.97833267,154103,0,154103,154103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6.489166337,6.489166337,46,74,55.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,83,46,74,20,0,0,0,0,0,0,1,46,1,74,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,
80,119565,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,97294.35872,66.90921256,17080.71429,44706.06914,118463,3,813,406.5,478.7112909,745,68,119543,29885.75,59052.87842,118463,3,0,0,0,0,72,112,25.09095471,41.81825785,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
443,117555649,134,230,4610,364543,517,0,34.40298507,117.6738911,4149,0,1584.969565,748.9761477,3140.240415,3.096405856,323844.7631,1729577.572,10000000,1,118000000,883877.0602,2805916.41,10100000,3,113000000,493595.1004,2165447.596,10100000,1,0,0,0,0,4296,7368,1.139885672,1.956520184,0,4149,1011.378082,959.1915406,920048.4116,0,0,0,1,0,0,0,0,1,1014.156593,34.40298507,1584.969565,4296,0,0,0,0,0,0,134,4610,230,364543,29200,14,12,32,270509.3636,545065.9552,1913945,105982,10000000,1455.668987,10000000,10000000,BENIGN,
80,458621,3,4,652,421,652,0,217.3333333,376.4323755,421,0,105.25,210.5,2339.622477,15.26314757,76436.83333,117831.5247,241117,3,215425,107712.5,152181.4001,215321,104,243365,81121.66667,138710.2541,241286,3,0,0,0,0,104,136,6.541348957,8.721798609,0,652,134.125,255.9098265,65489.83929,0,0,0,1,0,0,0,0,1,153.2857143,217.3333333,105.25,104,0,0,0,0,0,0,3,652,4,421,29200,5032,1,32,0,0,0,0,0,0,0,0,BENIGN,
80,1548238,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,7513.702674,5.167164222,221176.8571,584845.6213,1547482,3,549,274.5,383.9589822,546,3,1548192,387048,773622.7007,1547482,4,0,0,0,0,72,112,1.937686583,3.229477638,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
80,6089818,4,0,24,0,6,6,6,0,0,0,0,0,3.941004477,0.656834079,2029939.333,3515094.669,6088821,3,6089818,2029939.333,3515094.669,6088821,3,0,0,0,0,0,0,0,0,0,80,0,0.656834079,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,997,0,997,997,6088821,0,6088821,6088821,DDoS,
80,82669618,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,141.0796406,0.169348793,6359201.385,22400000,80900000,1,81400000,11600000,30600000,80900000,1,1272836,254567.2,568679.0656,1271851,2,0,0,0,0,172,132,0.096770739,0.072578054,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,484991,0,484991,484991,80900000,0,80900000,80900000,DDoS,
53,52004,1,1,52,80,52,52,52,0,80,80,80,0,2538.266287,38.45858011,52004,0,52004,52004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19.22929005,19.22929005,52,80,61.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,92,52,80,20,0,0,0,0,0,0,1,52,1,80,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,
80,11751572,5,0,30,0,6,6,6,0,0,0,0,0,2.552849951,0.425474992,2937893,5874460.685,11700000,4,11800000,2937893,5874460.685,11700000,4,0,0,0,0,0,0,0,0,0,100,0,0.425474992,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1988,0,1988,1988,11700000,0,11700000,11700000,DDoS,
49975,11423191,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,122.9954047,0.612788493,1903865.167,4650582.834,11400000,3,0,0,0,0,0,11400000,2282940.8,5094817.303,11400000,3,1,0,0,0,20,132,0.087541213,0.52524728,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375,5,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,26373,0,26373,26373,11400000,0,11400000,11400000,BENIGN,
80,1054004,4,0,24,0,6,6,6,0,0,0,0,0,22.77031207,3.795052011,351334.6667,607648.0899,1052986,3,1054004,351334.6667,607648.0899,1052986,3,0,0,0,0,0,0,0,0,0,80,0,3.795052011,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,
80,1883225,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,6173.983459,4.248031966,269032.1429,708544.6529,1875850,32,7005,3502.5,4882.572324,6955,50,1883193,470798.25,936706.9226,1875850,60,0,0,0,0,72,112,1.593011987,2.655019979,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,
51204,290086,7,2,11607,26,7300,0,1658.142857,2714.554379,20,6,13,9.899494937,40101.90082,31.02528216,36260.75,102255.164,289329,3,290086,48347.66667,118056.5266,289329,3,66,66,0,66,66,0,0,0,0,164,40,24.13077501,6.894507146,0,7300,1163.3,2355.293426,5547407.122,0,0,0,1,0,0,0,0,0,1292.555556,1658.142857,13,164,0,0,0,0,0,0,7,11607,2,26,8192,256,5,20,0,0,0,0,0,0,0,0,BENIGN,
